"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","Channel-2","SDA","SCL"
70711,1849,1000000,0,1,1,1,1,0,0,0
70716,1854,1000000,0,1,1,1,1,0,0,1
70720,1858,1000000,0,1,1,1,1,0,0,0
70726,1864,1000000,0,1,1,1,1,0,0,1
70730,1868,1000000,0,1,1,1,1,0,0,0
70736,1874,1000000,0,1,1,1,1,0,0,1
70740,1878,1000000,0,1,1,1,1,0,0,0
70746,1884,1000000,0,1,1,1,1,0,0,1
70750,1888,1000000,0,1,1,1,1,0,0,0
70756,1894,1000000,0,1,1,1,1,0,0,1
70760,1898,1000000,0,1,1,1,1,0,0,0
70766,1904,1000000,0,1,1,1,1,0,0,1
70770,1908,1000000,0,1,1,1,1,0,0,0
70776,1914,1000000,0,1,1,1,1,0,0,1
70780,1918,1000000,0,1,1,1,1,0,0,0
70786,1924,1000000,0,1,1,1,1,0,0,1
70790,1928,1000000,0,1,1,1,1,0,0,0
70796,1934,1000000,0,1,1,1,1,0,0,1
70800,1938,1000000,0,1,1,1,1,0,0,0
70806,1944,1000000,0,1,1,1,1,0,0,1
70810,1948,1000000,0,1,1,1,1,0,0,0
70816,1954,1000000,0,1,1,1,1,0,0,1
70820,1958,1000000,0,1,1,1,1,0,0,0
70826,1964,1000000,0,1,1,1,1,0,0,1
70831,1969,1000000,0,1,1,1,1,1,1,1
70886,2024,1000000,0,1,1,1,1,0,0,1
70891,2029,1000000,0,1,1,1,1,0,0,0
70902,2040,1000000,0,1,1,1,1,0,0,1
70906,2044,1000000,0,1,1,1,1,0,0,0
70907,2045,1000000,0,1,1,1,1,0,1,0
70908,2046,1000000,0,1,1,1,1,1,1,0
70912,2050,1000000,0,1,1,1,1,1,1,1
70916,2054,1000000,0,1,1,1,1,0,1,0
70917,2055,1000000,0,1,1,1,1,0,0,0
70922,2060,1000000,0,1,1,1,1,0,0,1
70926,2064,1000000,0,1,1,1,1,0,0,0
70927,2065,1000000,0,1,1,1,1,0,1,0
70931,2069,1000000,0,1,1,1,1,1,1,0
70932,2070,1000000,0,1,1,1,1,1,1,1
70936,2074,1000000,0,1,1,1,1,0,1,0
70937,2075,1000000,0,1,1,1,1,0,0,0
70942,2080,1000000,0,1,1,1,1,0,0,1
70946,2084,1000000,0,1,1,1,1,0,0,0
70952,2090,1000000,0,1,1,1,1,0,0,1
70956,2094,1000000,0,1,1,1,1,0,0,0
70957,2095,1000000,0,1,1,1,1,0,1,0
70961,2099,1000000,0,1,1,1,1,1,1,0
70962,2100,1000000,0,1,1,1,1,1,1,1
70966,2104,1000000,0,1,1,1,1,0,1,0
70967,2105,1000000,0,1,1,1,1,0,0,0
70972,2110,1000000,0,1,1,1,1,0,0,1
70976,2114,1000000,0,1,1,1,1,0,0,0
70982,2120,1000000,0,1,1,1,1,0,0,1
70986,2124,1000000,0,1,1,1,1,0,0,0
70992,2130,1000000,0,1,1,1,1,0,0,1
70996,2134,1000000,0,1,1,1,1,0,0,0
71002,2140,1000000,0,1,1,1,1,0,0,1
71006,2144,1000000,0,1,1,1,1,0,0,0
71012,2150,1000000,0,1,1,1,1,0,0,1
71016,2154,1000000,0,1,1,1,1,0,0,0
71022,2160,1000000,0,1,1,1,1,0,0,1
71026,2164,1000000,0,1,1,1,1,0,0,0
71032,2170,1000000,0,1,1,1,1,0,0,1
71036,2174,1000000,0,1,1,1,1,0,0,0
71042,2180,1000000,0,1,1,1,1,0,0,1
71046,2184,1000000,0,1,1,1,1,0,0,0
71052,2190,1000000,0,1,1,1,1,0,0,1
71056,2194,1000000,0,1,1,1,1,0,0,0
71057,2195,1000000,0,1,1,1,1,0,1,0
71062,2200,1000000,0,1,1,1,1,1,1,1
71066,2204,1000000,0,1,1,1,1,0,1,0
71067,2205,1000000,0,1,1,1,1,0,0,0
71072,2210,1000000,0,1,1,1,1,0,0,1
71076,2214,1000000,0,1,1,1,1,0,0,0
71082,2220,1000000,0,1,1,1,1,0,0,1
71087,2225,1000000,0,1,1,1,1,0,1,1
71089,2227,1000000,0,1,1,1,1,1,1,1
71093,2231,1000000,0,1,1,1,1,0,1,1
71094,2232,1000000,0,1,1,1,1,1,1,1
71107,2245,1000000,0,1,1,1,1,0,1,1
71109,2247,1000000,0,1,1,1,1,1,1,1
71111,2249,1000000,0,1,1,1,1,0,1,1
71112,2250,1000000,0,1,1,1,1,1,1,1
71129,2267,1000000,0,1,1,1,1,0,1,1
71130,2268,1000000,0,1,1,1,1,1,1,1
71131,2269,1000000,0,1,1,1,1,0,1,1
71138,2276,1000000,0,1,1,1,1,1,1,1
71139,2277,1000000,0,1,1,1,1,0,1,1
71140,2278,1000000,0,1,1,1,1,1,1,1
71141,2279,1000000,0,1,1,1,1,0,1,1
71155,2293,1000000,0,1,1,1,1,1,1,1
71156,2294,1000000,0,1,1,1,1,0,1,1
71916,3054,1000000,0,1,1,1,0,0,1,1
71917,3055,1000000,0,1,1,1,1,0,1,1
71921,3059,1000000,0,1,1,1,0,0,1,1
71922,3060,1000000,0,1,1,1,1,0,1,1
71923,3061,1000000,0,1,1,1,0,0,1,1
